Time,VUs   - sdkFxSendE2EMin 2025-10-14 10:15,Latency(p99)  - sdkFxSendE2EMin 2025-10-14 10:15,Throughput - sdkFxSendE2EMin 2025-10-14 10:15,TRANSFERS__POST_TRANSFERS_RESPONSE_IS_200,TRANSFERS__PUT_TRANSFERS_ACCEPT_PARTY_RESPONSE_IS_200,Pod Termination
1760436935000,10,9.93738648623,0.9908733756421881,undefined,undefined,
1760436940000,10,9.93738648623,0.8666666666666666,undefined,undefined,
1760436945000,10,9.90585917093,1.7703031644169063,undefined,undefined,
1760436950000,10,9.88063731869,1.4357501794687724,undefined,undefined,
1760436955000,10,9.858568197979999,1.4215314632297196,undefined,undefined,
1760436960000,10,9.81127722503,1.5445099691098005,undefined,undefined,
1760436965000,10,9.81127722503,1.31433506044905,undefined,undefined,
1760436970000,10,9.78605537279,1.49518736566676,undefined,undefined,
1760436975000,10,9.76083352055,1.2545951629863303,undefined,undefined,
1760436980000,10,9.738764399839999,1.516990291262136,undefined,undefined,
1760436985000,10,9.71984801066,1.3681330246263943,undefined,undefined,
1760436990000,10,9.69147342689,1.5262515262515264,undefined,undefined,
1760436995000,10,9.663098843119998,1.7191977077363894,undefined,undefined,
1760437000000,10,9.640743881239999,1.6218955904713634,undefined,undefined,
1760437005000,10,9.61475978588,1.4578676256195937,undefined,undefined,
1760437010000,10,9.5855276786,1.6414019503717294,undefined,undefined,
1760437015000,10,9.54979954748,1.7758835020422659,undefined,undefined,
1760437020000,10,9.517319428280002,1.5945330296127562,undefined,undefined,
1760437025000,10,9.517319428280002,1.2878832057668168,undefined,undefined,
1760437030000,10,9.488087320999998,1.3206162876008802,undefined,undefined,
1760437035000,10,9.770291715139999,1.0058956916099773,undefined,undefined,
1760437040000,10,9.741917131369997,1.6489988221436986,undefined,undefined,
1760437045000,10,9.741917131369997,1.3288240495137047,undefined,undefined,
1760437050000,10,9.710389816069998,1.4611338398597309,undefined,undefined,
1760437054503,,,,,,istio-external-ingress-gw-6sv8m killed
1760437055000,10,9.688320695360002,1.0893948354031144,undefined,undefined,
1760437060000,10,9.643991893159997,1.5100309196807362,undefined,undefined,
1760437065000,10,9.643991893159997,1.24770206022187,undefined,undefined,
1760437070000,10,9.614759785879997,1.5827480462953802,undefined,undefined,
1760437075000,10,9.598519726280001,0.751685544768069,undefined,undefined,
1760437080000,10,9.585527678600004,1.0037921035021193,undefined,undefined,
1760437085000,10,14.683681479759999,1.227621483375959,undefined,undefined,
1760437090000,10,14.534572529359963,1.2777668566935327,undefined,undefined,
1760437095000,10,14.057423888079972,1.5163549714780848,undefined,undefined,
1760437100000,10,14.057423888079972,1.697072549851506,undefined,undefined,
1760437105000,10,13.759205987280074,1.8050541516245486,undefined,undefined,
1760437110000,10,13.520631666639952,1.2949823117464443,undefined,undefined,
1760437115000,10,13.282057346,1.6001600160016,undefined,undefined,
1760437120000,10,13.043483025360047,1.5297829620422605,undefined,undefined,
1760437125000,10,12.804908704719924,1.6338200755641785,undefined,undefined,
1760437130000,10,12.536512594,1.728696359568843,undefined,undefined,
1760437135000,10,12.33268092032004,1.6838351822503963,undefined,undefined,
1760437140000,10,12.128849246639936,1.6408573479643114,undefined,undefined,
1760437145000,10,11.746664858489995,1.666666666666667,undefined,undefined,
1760437150000,10,11.746664858489995,1.334081090063144,undefined,undefined,
1760437155000,10,11.542833184810036,1.4394012090970156,undefined,undefined,
1760437160000,10,11.339001511129931,1.2102975593447005,undefined,undefined,
1760437165000,10,11.135169837449972,1.5873015873015874,undefined,undefined,
1760437170000,10,10.956817122979988,1.5166835187057632,undefined,undefined,
1760437175000,10,10.778464408510006,1.4181523500810371,undefined,undefined,
1760437180000,10,10.574632734830047,1.4664190047903023,undefined,undefined,
1760437185000,10,10.345322101939967,1.6989806116330204,undefined,undefined,
1760437190000,10,10.166969387469983,1.7115960633290543,undefined,undefined,
1760437195000,10,10.014095632209978,1.3334700994973843,undefined,undefined,
1760437200000,10,9.985416888580001,1.4681208053691275,undefined,undefined,
1760437205000,10,9.985416888580001,1.3480218808708144,undefined,undefined,
1760437210000,10,9.98358844034,1.413627367825841,undefined,undefined,
1760437215000,10,11.797622776909948,1.1130419101204643,undefined,0.0035665983781963738,
1760437220000,10,11.59379110322999,1.5003000600120024,undefined,0.0024832266318440452,
1760437225000,10,11.237085674290023,1.6860821581851624,undefined,undefined,
1760437230000,10,11.237085674290023,1.3232564202841872,undefined,undefined,
1760437234613,,,,,,istio-internal-ingress-gw-7bff7 killed
1760437235000,10,10.982296082189965,1.7446298113619017,undefined,undefined,
1760437240000,10,10.803943367719983,1.3682564503518375,undefined,undefined,
1760437245000,10,10.600111694040024,1.445086705202312,undefined,undefined,
1760437250000,10,10.370801061149944,1.6588602654176428,undefined,undefined,
1760437255000,10,10.11601146905003,1.8297380585516179,undefined,undefined,
1760437260000,10,9.986788224760001,1.6413330478841077,undefined,undefined,
1760437265000,10,9.986788224760001,1.199653624366268,undefined,undefined,
1760437270000,10,9.984502664460003,1.755291688177594,undefined,undefined,
1760437275000,10,9.98290277225,1.1278687362676307,undefined,undefined,
1760437280000,10,9.97970298783,1.539702324217318,undefined,undefined,
1760437285000,10,9.97970298783,1.2385258131900927,undefined,undefined,
1760437290000,10,9.977417427530002,1.7066559582371248,undefined,undefined,
1760437295000,10,9.97558897929,1.0666666666666667,undefined,undefined,
1760437300000,10,9.973303418990001,1.8279679090078198,undefined,undefined,
1760437305000,10,9.97170352678,1.5729089563286454,undefined,undefined,
1760437310000,10,9.97010363457,1.3560635412630764,undefined,undefined,
1760437315000,10,9.968503742360001,1.3842198932173226,undefined,undefined,
1760437320000,10,9.96667529412,1.5368852459016393,undefined,undefined,
1760437325000,10,9.956302875410008,1.6527104451300132,undefined,undefined,
1760437330000,10,9.927928291639999,1.6145307769929365,undefined,undefined,
1760437335000,10,9.909011902460017,1.4216661927779357,undefined,undefined,
1760437340000,10,9.864873661039985,1.428265371706063,undefined,undefined,
1760437345000,10,9.842804540330004,1.488411652136934,undefined,undefined,
1760437350000,10,9.842804540330004,1.300372699743769,undefined,undefined,
1760437355000,10,9.811277225029997,1.794043774668102,undefined,undefined,
1760437360000,10,9.782902641259987,1.5453296703296702,undefined,undefined,
1760437365000,10,9.75768078902001,1.586116812838216,undefined,undefined,
1760437370000,10,9.738764399839992,1.514004542013626,undefined,undefined,
1760437375000,10,9.685167963830004,1.6844880621063425,undefined,undefined,
1760437380000,10,9.685167963830004,1.4728398380102496,undefined,undefined,
1760437385000,10,9.653640648529997,1.8679950186799505,undefined,undefined,
1760437390000,10,9.646386625700005,0.922829076620825,undefined,undefined,
1760437395000,10,9.639824559620001,1.3717421124828533,undefined,undefined,
1760437400000,10,9.633262493539998,1.5432098765432098,undefined,undefined,
1760437405000,10,9.626700427460005,1.757083241818581,undefined,undefined,
1760437410000,10,9.614396553559997,1.7768850432632879,undefined,undefined,
1760437414724,,,,,,ztunnel-lmxpm killed
1760437415000,10,9.614396553559997,1.2625412541254126,undefined,undefined,
1760437420000,10,9.604553454439994,1.824447597810663,0.003963663249284375,undefined,
1760437425000,10,9.598811646620002,1.3310515307092603,undefined,undefined,
1760437430000,10,9.593890097059996,1.2833168805528135,undefined,undefined,
1760437435000,10,9.586507772720003,1.4605647517039924,undefined,undefined,
1760437440000,10,9.579945706639998,1.7163048965169108,undefined,undefined,
1760437445000,10,9.574203898819995,1.5089025248968915,undefined,undefined,
1760437450000,10,9.569282349259998,1.323424615697852,undefined,undefined,
1760437455000,10,9.55178546787999,1.601366499412832,undefined,undefined,
1760437460000,10,9.530939688979986,1.7461630364856169,undefined,undefined,
1760437465000,10,9.516347643749999,1.5451736047991274,undefined,undefined,
1760437470000,10,9.48924813118,1.6090104585679808,undefined,undefined,
1760437475000,10,9.468402352279996,1.6873303499376422,undefined,undefined,
1760437480000,10,9.468402352279996,1.547817148837557,undefined,undefined,
1760437485000,10,9.449641151269988,1.419558359621451,undefined,undefined,
1760437490000,10,9.43713368393,0.9255310287380258,undefined,undefined,
1760437495000,10,9.42254163869999,1.3568521031207599,undefined,undefined,
1760437500000,10,9.403780437690008,1.6571724495080271,undefined,undefined,
1760437505000,10,9.38501923668,1.841809065793513,undefined,undefined,
1760437510000,10,9.372511769339988,1.4449475002408245,undefined,undefined,
1760437515000,10,9.35966112623,1.3594060441284117,undefined,undefined,
1760437520000,10,9.35417031391,1.682639549345234,undefined,undefined,
1760437525000,10,9.35417031391,1.6684045881126175,undefined,undefined,
1760437530000,10,9.349365853129997,1.463057790782736,undefined,undefined,
1760437535000,10,9.349365853129997,0.8,undefined,undefined,
1760437540000,10,9.34593409543,1.6323199347072026,undefined,undefined,
1760437545000,10,9.343188689269999,1.292701525054466,undefined,undefined,
1760437550000,10,9.340100107339998,1.654340210198521,undefined,undefined,
1760437555000,10,9.33838422849,1.3590913503543343,undefined,undefined,
1760437560000,10,9.335295646559999,1.3808067856790611,undefined,undefined,
1760437565000,10,9.33289341617,1.5666307647116422,undefined,undefined,
1760437570000,10,9.33049118578,1.3955342902711325,undefined,undefined,
1760437575000,10,9.327745779619997,1.5309246785058175,undefined,undefined,
1760437580000,10,9.31592268485001,1.6993202718912435,undefined,undefined,
1760437585000,10,9.293139924499991,1.6341538147278112,undefined,undefined,
1760437590000,10,9.34921248404,1.3108803065443178,undefined,undefined,
1760437595000,10,9.34697193556,1.367588160593924,undefined,undefined,
1760437600000,10,9.345011455639998,1.5866299978844933,undefined,undefined,
1760437605000,10,9.342210770039998,1.638080555020235,undefined,undefined,
1760437610000,10,9.340530358679999,1.5488867376573088,undefined,undefined,
1760437615000,10,9.338569878760001,1.3222131814483318,undefined,undefined,
1760437620000,10,9.336049261719996,1.5952143569292123,undefined,undefined,
1760437625000,10,9.333808713239998,1.853265016897416,undefined,undefined,
1760437630000,10,9.33184823332,1.4830927427328455,undefined,undefined,
1760437635000,10,9.329327616279995,1.457991616548205,undefined,undefined,
1760437640000,10,9.32736713636,1.6459212015224771,undefined,undefined,
1760437645000,10,9.31592268485001,1.6006402561024409,undefined,undefined,
1760437650000,10,9.293139924500029,1.6120906801007557,undefined,undefined,
1760437655000,10,9.26384780404998,1.5904572564612325,undefined,undefined,
1760437660000,10,9.241065043700003,1.5912481352560914,undefined,undefined,
1760437665000,10,9.21177292325003,1.631820499745028,undefined,undefined,
1760437670000,10,9.188990162899977,1.5418714464681507,undefined,undefined,
1760437675000,10,9.14016996215002,1.5853570656481948,undefined,undefined,
1760437680000,10,9.14016996215002,1.3566205202634811,undefined,undefined,
1760437685000,10,9.107623161649977,1.7969451931716085,undefined,undefined,
1760437690000,10,9.088095081349994,0.9654861558274309,undefined,undefined,
1760437695000,10,9.150600885830013,1.4162873039959536,undefined,undefined,
1760437700000,10,9.135470010839976,1.4381591562799616,undefined,undefined,
1760437705000,10,9.116016028709993,1.7370535229616761,undefined,undefined,
1760437710000,10,9.102972609120007,1.7784803873135064,undefined,undefined,
1760437715000,10,9.09750697672001,1.3986013986013988,undefined,undefined,
1760437720000,10,9.086575711919995,1.6061676839061998,undefined,undefined,
1760437725000,10,9.076737573600004,1.7124831004957186,undefined,undefined,
1760437730000,10,9.07017881472001,1.4180374361883152,undefined,undefined,
1760437735000,10,9.060340676399996,1.506931886678722,undefined,undefined,
1760437740000,10,9.052688791040001,1.7965416573096786,undefined,undefined,
1760437745000,10,9.04503690568001,1.4180087106249368,undefined,undefined,
1760437750000,10,9.027546882000001,1.5652647339049952,undefined,undefined,
1760437755000,10,9.027546882000001,1.4696861708242326,undefined,undefined,
1760437760000,10,9.01770874368001,1.7071701144808193,undefined,undefined,
1760437765000,10,9.01114998479999,1.0164295548416704,undefined,undefined,
1760437770000,10,9.001311846479998,1.5592515592515594,undefined,undefined,
1760437775000,10,8.99949189264,1.6961929890689782,undefined,undefined,
1760437780000,10,8.998855918699999,1.5746481645507333,undefined,undefined,
1760437785000,10,8.99803823792,1.6630287911859474,undefined,undefined,
1760437790000,10,8.997311410560002,1.682169008509796,undefined,undefined,
1760437795000,10,8.99667543662,1.4910536779324055,undefined,undefined,
1760437800000,10,8.995857755840001,1.6194331983805665,undefined,undefined,
1760437805000,10,8.995221781900002,1.6697975370486329,undefined,undefined,
1760437810000,10,8.994676661380002,1.2737605330197923,undefined,undefined,
1760437815000,10,8.9938589806,1.3850415512465375,undefined,undefined,
1760437820000,10,8.993223006660001,1.6525511258004544,undefined,undefined,
1760437825000,10,8.992496179300002,1.6015374759769379,undefined,undefined,
1760437830000,1,8.991678498519999,1.6281965328991477,undefined,undefined,
1760437835000,1,8.99122423142,1.4632107023411371,undefined,undefined,
1760437840000,1,8.99122423142,0.6026232589934206,undefined,undefined,